DDO Code,DDO Name,Budget Code,Allotment Serial No,Allotment Date,Allotment ID,Alloted Amount,Expenditure,Surrender/Withdrwal,Deduct Amount,Balance
BLSEDU015,Principal Swarnchuda College Mitrapur Nilgiri,38-2202-03-104-0973-41048-921-11-1-0,1,28-Feb-18,1138,4044525,0,0,0,4044525
BLSEDU018,Principal Simulia College Markona Soro,38-2202-03-104-0973-41048-921-11-1-0,1,28-Feb-18,1565,477704,0,0,0,477704
BLSEDU020,Principal Subarnarekha Mahavidyalaya Baliapal Balasore,38-2202-03-104-0973-41048-921-11-1-0,1,28-Feb-18,5542,51441,0,0,0,51441
BLSEDU021,Principal Upendra Nath College Soro,38-2202-03-104-0973-41048-921-11-1-0,1,28-Feb-18,1570,3994721,0,0,0,3994721
BLSEDU023,Principal Rural Institute of Higher Studies Bhogarai,38-2202-03-104-0973-41048-921-11-1-0,1,28-Feb-18,426,324345,0,0,0,324345
BLSEDU027,"Principal , Shantilata Mahavidyalaya,Uitikiri,Balasore",38-2202-03-104-0973-41048-921-11-1-0,1,28-Feb-18,5543,876524,0,0,0,876524
BLSEDU029,"Principal, Krushna Chandra Pipili (Junior) College, Jagai",38-2202-03-104-0973-41048-921-11-1-0,1,28-Feb-18,681,1002359,0,0,0,1002359
BLSEDU038,"Principal,Balasore Mahila College,Gopalgaon",38-2202-03-104-0973-41048-921-11-1-0,1,28-Feb-18,5544,1018526,0,0,0,1018526
BLSENE002,"Superintending Engineer-Cum-Electrical Inspector,",30-2045-00-103-3004-01003-136-11-1-0,1,28-Feb-18,5545,23000,0,0,0,23000
BLSETE002,"Principal Industrial Training Institute, Balasore",39-2230-03-003-0951-78422-000-21-1-1,1,28-Feb-18,5499,53000,0,0,0,53000
BLSETE003,"Principal , Government Polytechnic, Balasore",39-2203-00-001-0618-12009-000-11-1-0,1,28-Feb-18,5538,95000,0,0,0,95000
BLSFIN007,Sub-Treasury Officer Basta,05-2054-00-097-0534-01004-000-11-1-0,1,28-Feb-18,680,50850,0,0,0,50850
BLSFIN010,Sub-Treasury Officer Nilgiri,05-2054-00-097-0534-01003-136-11-1-0,1,28-Feb-18,1135,14100,14100,0,0,0
BLSFIN012,Treasury Officer Balasore,05-2054-00-097-0534-01004-000-11-1-0,1,28-Feb-18,5537,52669,11040,0,0,41629
BLSFIN014,"Joint Commissioner of Commercial Taxes, Enforcement",05-2040-00-001-0617-08001-397-11-1-0,1,28-Feb-18,5519,6000,0,0,0,6000
BLSHFW016,Medical Officer Community Health Centre Remuna Balasore,12-2210-03-103-1092-08001-074-11-1-0,2,28-Feb-18,5556,4000,0,0,0,4000
BLSHFW016,Medical Officer Community Health Centre Remuna Balasore,12-2210-03-103-1092-08001-074-11-1-0,1,28-Feb-18,5553,140000,0,0,0,140000
BLSHFW018,Medical Officer Community Health Centre Simulia Soro,12-2210-06-101-2791-01003-136-11-1-0,2,28-Feb-18,1573,20000,0,0,0,20000
BLSHFW018,Medical Officer Community Health Centre Simulia Soro,12-2210-06-101-2791-01003-136-11-1-0,1,28-Feb-18,1572,300000,0,0,0,300000
BLSHFW019,Medical Officer Community Health Centre Baliapal Basta,12-2210-03-110-1016-06001-000-11-1-0,3,28-Feb-18,684,2000,0,0,0,2000
BLSHFW019,Medical Officer Community Health Centre Baliapal Basta,12-2210-03-110-1016-06001-000-11-1-0,2,28-Feb-18,683,30000,0,0,0,30000
BLSHFW019,Medical Officer Community Health Centre Baliapal Basta,12-2210-06-001-0308-01003-136-11-1-0,1,28-Feb-18,682,200000,0,0,0,200000
BLSHFW022,Medical Officer Community Health Centre Hatigarh Jaleswar,12-2210-80-004-1364-08001-154-11-1-0,1,28-Feb-18,652,100,0,0,0,100
BLSHFW025,Asst District Medical Officer(PH) Balasore,12-2210-01-110-1016-01003-136-11-1-0,3,28-Feb-18,5557,4000,3119,0,0,881
BLSHFW025,Asst District Medical Officer(PH) Balasore,12-2210-01-110-1016-01003-136-11-1-0,2,28-Feb-18,5555,40000,0,0,0,40000
BLSHFW025,Asst District Medical Officer(PH) Balasore,12-2210-01-110-1016-01003-136-11-1-0,1,28-Feb-18,5554,900000,410180,0,0,489820
BLSHOM007,Superintendent of District Jail Balasore,01-2056-00-101-0304-09001-000-11-1-0,2,28-Feb-18,5497,2000,0,0,0,2000
BLSHOM007,Superintendent of District Jail Balasore,01-2056-00-101-0304-09001-000-11-1-0,3,28-Feb-18,5498,100000,0,0,0,100000
BLSHOM007,Superintendent of District Jail Balasore,01-2056-00-101-0304-09001-000-11-1-0,1,28-Feb-18,5496,321852,0,0,0,321852
BLSHOM009,Superintendent Sub-Jail Nilgiri,01-2056-00-101-1402-01003-523-11-1-0,1,28-Feb-18,1132,14000,2630,0,0,11370
BLSHOM009,Superintendent Sub-Jail Nilgiri,01-2056-00-101-1402-01003-156-11-1-0,1,28-Feb-18,1131,111087,88742,0,0,22345
BLSLEM004,Asst. Director of Factories & Boilers Balasore,14-2230-01-102-0308-01003-136-11-1-0,3,28-Feb-18,5516,2000,0,0,0,2000
BLSLEM004,Asst. Director of Factories & Boilers Balasore,14-2230-01-102-0308-01003-136-11-1-0,2,28-Feb-18,5515,5000,0,0,0,5000
BLSLEM004,Asst. Director of Factories & Boilers Balasore,14-2230-01-102-0308-01003-136-11-1-0,1,28-Feb-18,5514,215000,20245,0,0,194755
BLSLEM005,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,5,28-Feb-18,5528,3000,3000,0,0,0
BLSLEM005,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,2,28-Feb-18,5534,1980,1972,0,0,8
BLSLEM005,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,3,28-Feb-18,5525,1600,1320,0,0,280
BLSLEM005,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,2,28-Feb-18,5524,3000,2136,0,0,864
BLSLEM005,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,4,28-Feb-18,5527,2000,0,0,0,2000
BLSLEM005,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,1,28-Feb-18,5521,9000,0,0,0,9000
BLSLEM005,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,1,28-Feb-18,5533,23000,2024,0,0,20976
BLSLEM006,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,2,28-Feb-18,5523,400,0,0,0,400
BLSLEM006,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,4,28-Feb-18,5529,2000,0,0,0,2000
BLSLEM006,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,1,28-Feb-18,5522,5000,0,0,0,5000
BLSLEM006,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,3,28-Feb-18,5526,5000,0,0,0,5000
BLSLEM006,Medical Officer Employee State Insurance Dispensary,14-2210-01-102-0303-01003-136-11-1-0,5,28-Feb-18,5530,5000,0,0,0,5000
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-08001-074-11-1-0,2,28-Feb-18,5536,68000,0,0,0,68000
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-01003-403-11-1-0,1,28-Feb-18,5535,457000,0,0,0,457000
BLSPCD003,Deputy Director (Planning & Statistics) District Planning &,16-3454-02-800-0347-01003-136-11-1-0,1,28-Feb-18,5520,10000,0,0,0,10000
BLSPCD003,Deputy Director (Planning & Statistics) District Planning &,16-3454-02-800-0347-01003-136-11-1-0,1,28-Feb-18,5518,230700,0,0,0,230700
BLSPRD802,Block Development Officer Baliapal Basta,11-2225-80-001-0308-06001-000-11-1-0,1,28-Feb-18,678,3000,0,0,0,3000
BLSPRD802,Block Development Officer Baliapal Basta,11-2225-80-001-0308-06001-000-11-1-0,1,28-Feb-18,676,153158,0,0,0,153158
BLSPRD803,Block Development Officer Basta,17-2515-00-102-3028-01003-403-42-1-0,1,28-Feb-18,677,201800,0,0,0,201800
BLSPRD804,Block Development Officer Bhogarai,17-2515-00-102-3028-01003-156-42-1-0,1,28-Feb-18,425,420000,0,0,0,420000
BLSPRD812,Block Development Officer Sadar Balasore,17-2515-00-102-3028-01003-403-42-1-0,1,28-Feb-18,5507,157440,0,0,0,157440
BLSREV851,Sub-Collector Balasore,11-2225-80-001-0308-01003-136-11-1-0,1,28-Feb-18,5508,304500,0,0,0,304500
BLSREV851,Sub-Collector Balasore,01-2015-00-103-0358-13006-000-21-1-1,1,28-Feb-18,5493,12888000,0,0,0,12888000
BLSREV852,Sub-Collector Niligiri,03-2053-00-094-1400-06001-000-11-1-0,1,28-Feb-18,1130,254545,193441,0,0,61104
BLSREV852,Sub-Collector Niligiri,01-2015-00-103-0358-13006-000-21-1-1,1,28-Feb-18,1126,1687000,0,0,0,1687000
BLSSSE001,"District Social Security Officer, Balasore",41-2235-02-101-3136-20002-000-21-1-1,1,28-Feb-18,5531,8000000,0,0,0,8000000
BLSWEL001,District Welfare Officer Balasore,11-2225-02-794-0412-41078-908-23-1-2,1,28-Feb-18,5509,40000,0,0,0,40000
BLSWEL001,District Welfare Officer Balasore,11-2225-02-794-0412-41078-908-23-1-2,1,28-Feb-18,5506,634826,0,0,0,634826
BLSWEL003,Head Master Government High School Banabhuin Nilgiri,11-2225-80-800-2515-78345-000-21-1-2,2,28-Feb-18,1134,5000,0,0,0,5000
BLSWEL003,Head Master Government High School Banabhuin Nilgiri,11-2225-80-800-2515-78345-000-21-1-2,1,28-Feb-18,1133,10000,0,0,0,10000
BLSWEL005,Project Director Integrated Tribal Development Agency,11-2225-02-794-0670-41078-908-23-1-2,1,28-Feb-18,1136,259000,0,259000,0,0
BLSWOR002,Executive Engineer Roads & Building Division Balasore,07-2059-80-001-0442-01004-000-11-1-0,1,28-Feb-18,5500,550000,0,0,0,550000
BLSAGR001,District Agriculture Officer Jaleswar,23-2401-00-001-0309-01003-136-11-1-0,1,27-Feb-18,644,1460000,0,0,0,1460000
BLSEDN033,"Block Education Officer,Soro",10-2202-01-101-0538-01003-403-11-1-0,1,27-Feb-18,1555,4840,0,0,0,4840
BLSEDN033,"Block Education Officer,Soro",10-2202-01-101-0538-01003-403-11-1-0,1,27-Feb-18,1552,23170,0,0,0,23170
BLSEDN034,"Block Education Officer,Bahanaga",10-2202-01-104-0534-01003-136-11-1-0,1,27-Feb-18,1553,23170,0,0,0,23170
BLSEDN035,"Block Education Officer,Khaira",10-2202-01-102-0977-41048-921-11-1-0,1,27-Feb-18,1556,4840,0,0,0,4840
BLSEDN035,"Block Education Officer,Khaira",10-2202-01-102-0977-41048-921-11-1-0,1,27-Feb-18,1554,23170,0,0,0,23170
BLSEDU003,Principal Dinakrushna College Jaleswar,38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,647,1840536,0,0,0,1840536
BLSEDU008,Principal Jadunath College Rasalpur Balasore,38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,5501,2539592,0,0,0,2539592
BLSEDU011,Principal Laxmi Narayan Mahavidyalay Jamsuli Basta,38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,673,84625,0,0,0,84625
BLSEDU012,Principal Nilamani Mahavidyalaya Rupsa Balasore,38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,5502,1639430,0,0,0,1639430
BLSEDU015,Principal Swarnchuda College Mitrapur Nilgiri,38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,1129,967100,0,0,0,967100
BLSEDU016,Principal Saraswata Mahavidyalaya Anantapur Soro,38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,1559,1822592,0,0,0,1822592
BLSEDU017,Principal Sidheswar College Amrda Road Basta,38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,674,6674174,0,0,0,6674174
BLSEDU018,Principal Simulia College Markona Soro,38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,1560,1627993,0,0,0,1627993
BLSEDU021,Principal Upendra Nath College Soro,38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,1561,6048296,0,0,0,6048296
BLSEDU023,Principal Rural Institute of Higher Studies Bhogarai,38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,424,2163168,0,0,0,2163168
BLSEDU027,"Principal , Shantilata Mahavidyalaya,Uitikiri,Balasore",38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,5503,1194290,0,0,0,1194290
BLSEDU029,"Principal, Krushna Chandra Pipili (Junior) College, Jagai",38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,675,737412,0,0,0,737412
BLSEDU038,"Principal,Balasore Mahila College,Gopalgaon",38-2202-03-104-0973-41048-921-11-1-0,1,27-Feb-18,5504,2127500,0,0,0,2127500
BLSFAR006,Sub-Divisional Veterinary Officer Balasore,33-2403-00-101-0646-01004-000-11-1-0,1,27-Feb-18,5476,20000,0,0,0,20000
BLSFIN002,"Joint Commissioner of Commercial Taxes Balasore Range,",05-2040-00-001-1158-01004-000-11-1-0,1,27-Feb-18,5470,70000,0,0,0,70000
BLSFIN012,Treasury Officer Balasore,05-2054-00-097-0534-01004-000-11-1-0,1,27-Feb-18,5473,20000,20000,0,0,0
BLSFIN012,Treasury Officer Balasore,05-2054-00-097-0534-06001-000-11-1-0,1,27-Feb-18,5469,20000,19658,0,0,342
BLSHFW002,Chief District Medical Officer Balasore,12-2210-01-110-1016-01004-000-11-1-0,1,27-Feb-18,5494,5000000,5000000,0,0,0
BLSHFW002,Chief District Medical Officer Balasore,12-2210-01-110-1016-01004-000-11-1-0,1,27-Feb-18,5466,100000,0,0,0,100000
BLSHFW008,Medical Officer Community Health Centre Soro,12-2210-01-110-1016-08001-074-11-1-0,1,27-Feb-18,1557,300000,0,0,0,300000
BLSHFW014,Medical Officer Community Health Centre Gopalpur Soro,12-2210-03-110-1016-01003-516-11-1-0,1,27-Feb-18,1558,200000,0,0,0,200000
BLSHFW024,Sub-Divisional Medical Officer Nilgiri,12-2210-01-110-1016-01003-136-11-1-0,1,27-Feb-18,1127,1200000,1200000,0,0,0
BLSHFW024,Sub-Divisional Medical Officer Nilgiri,12-2210-01-110-1016-01003-136-11-1-0,2,27-Feb-18,1128,8000,0,0,0,8000
BLSHFW025,Asst District Medical Officer(PH) Balasore,12-2210-01-110-1016-01003-136-11-1-0,1,27-Feb-18,5495,300000,0,300000,0,0
BLSHFW026,"Medical Officer I/c, G.K.B. Government Hospital, Jaleswar,",12-2210-03-103-1092-01003-516-11-1-0,1,27-Feb-18,646,200000,0,0,0,200000
BLSHOM007,Superintendent of District Jail Balasore,01-2056-00-101-0304-09001-000-11-1-0,1,27-Feb-18,5475,2700,0,0,0,2700
BLSHOM007,Superintendent of District Jail Balasore,01-2056-00-101-0304-09001-000-11-1-0,1,27-Feb-18,5474,33000,0,0,0,33000
BLSHOM012,"Jailor-Cum Superintendent, Sub-Jail, Soro",01-2056-00-101-1402-10001-000-11-1-0,1,27-Feb-18,1551,1253,0,0,0,1253
BLSIPR001,District Information & Public Relations Officer Balasore,25-2220-60-106-0321-01004-000-11-1-0,2,27-Feb-18,5468,3120,3120,0,0,0
BLSIPR001,District Information & Public Relations Officer Balasore,25-2220-60-106-0321-01004-000-11-1-0,1,27-Feb-18,5467,450,0,0,0,450
BLSLEM003,District Labour Officer Balasore,14-2230-01-103-0371-01004-000-11-1-0,1,27-Feb-18,5492,24688,0,0,0,24688
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-08001-074-11-1-0,9,27-Feb-18,5487,8000,0,0,0,8000
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-08001-074-11-1-0,2,27-Feb-18,5480,10000,300,0,0,9700
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-08001-074-11-1-0,5,27-Feb-18,5483,10000,0,0,0,10000
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-08001-074-11-1-0,6,27-Feb-18,5484,10000,0,0,0,10000
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-08001-074-11-1-0,8,27-Feb-18,5486,10000,0,0,0,10000
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-08001-074-11-1-0,3,27-Feb-18,5481,12000,0,0,0,12000
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-08001-074-11-1-0,4,27-Feb-18,5482,20000,0,0,0,20000
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-08001-074-11-1-0,7,27-Feb-18,5485,30000,0,0,0,30000
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1459-08001-074-11-1-0,1,27-Feb-18,5479,40000,0,0,0,40000
BLSMSM001,"Senior Scientific Officer Testing Laboratory , Balasore",40-3453-00-106-1820-20002-000-21-1-2,1,27-Feb-18,5491,2427000,0,0,0,2427000
BLSPRD001,District Panchayat Officer Balasore,17-2015-00-109-0174-13003-000-11-1-0,1,27-Feb-18,5478,146304,0,0,0,146304
BLSPRD807,Block Development Officer Nilgiri,17-2501-01-001-3026-01003-136-42-1-0,1,27-Feb-18,1123,44000,0,0,0,44000
BLSREV850,"Collector, Balasore",42-2245-02-113-1192-78586-000-31-1-0,3,27-Feb-18,5464,18000,0,0,0,18000
BLSREV850,"Collector, Balasore",42-2245-02-113-1192-78586-000-31-1-0,2,27-Feb-18,5465,42000,0,0,0,42000
BLSREV850,"Collector, Balasore",42-2245-02-113-1192-78586-000-31-1-0,1,27-Feb-18,5463,200000,0,0,0,200000
BLSSSE001,"District Social Security Officer, Balasore",41-2235-60-789-3258-18074-000-23-1-2,1,27-Feb-18,5471,100000,0,0,0,100000
BLSTOU002,Tourist Officer Balasore,32-3452-80-001-0300-01003-136-11-1-0,5,27-Feb-18,5458,27540,27540,0,0,0
BLSTOU002,Tourist Officer Balasore,32-3452-80-001-0300-01003-136-11-1-0,2,27-Feb-18,5455,1000,0,0,0,1000
BLSTOU002,Tourist Officer Balasore,32-3452-80-001-0300-01003-136-11-1-0,1,27-Feb-18,5477,2000,369,0,0,1631
BLSTOU002,Tourist Officer Balasore,32-3452-80-001-0300-01003-136-11-1-0,3,27-Feb-18,5456,5000,0,0,0,5000
BLSTOU002,Tourist Officer Balasore,32-3452-80-001-0300-01003-136-11-1-0,4,27-Feb-18,5457,130000,123746,0,0,6254
BLSTOU002,Tourist Officer Balasore,32-3452-80-001-0300-01003-136-11-1-0,1,27-Feb-18,5454,15000,0,0,0,15000
BLSTRA001,Regional Transport Officer Balasore,21-2041-00-101-1175-01003-523-11-1-0,3,27-Feb-18,5461,6000,0,0,0,6000
BLSTRA001,Regional Transport Officer Balasore,21-2041-00-101-1175-01003-523-11-1-0,4,27-Feb-18,5462,400000,0,0,0,400000
BLSTRA001,Regional Transport Officer Balasore,21-2041-00-101-1175-01003-523-11-1-0,1,27-Feb-18,5459,430000,0,0,0,430000
BLSTRA001,Regional Transport Officer Balasore,21-2041-00-101-1175-01003-136-11-1-0,2,27-Feb-18,5460,2450000,572973,0,0,1877027
BLSWAT003,Superintending Engineer Drainage Circle Balasore,20-4711-03-001-2955-01003-855-21-1-1,1,27-Feb-18,5472,391000,0,0,0,391000
BLSWEL001,District Welfare Officer Balasore,11-2225-02-794-0412-41078-908-23-1-2,1,27-Feb-18,5490,5000,0,0,0,5000
BLSWEL001,District Welfare Officer Balasore,11-2225-02-794-0412-41078-908-23-1-2,1,27-Feb-18,5488,345000,0,0,0,345000
BLSWEL001,District Welfare Officer Balasore,11-2225-02-794-0412-41078-908-23-1-2,1,27-Feb-18,5489,1233000,0,0,0,1233000
BLSWEL003,Head Master Government High School Banabhuin Nilgiri,11-2225-02-277-0633-01001-000-11-1-0,1,27-Feb-18,1124,30000,0,0,0,30000
BLSWEL003,Head Master Government High School Banabhuin Nilgiri,11-2225-02-277-0633-01003-136-11-1-0,1,27-Feb-18,1125,35000,0,0,0,35000
BLSEDN003,"District Education Officer, Balasore",10-2202-02-101-1791-01003-156-11-1-0,1,26-Feb-18,5401,35000,0,0,0,35000
BLSEDN022,"Principal,Government Elementary Teacher Education",10-2202-02-105-1262-08001-506-21-1-2,3,26-Feb-18,1541,10000,10000,0,0,0
BLSEDN022,"Principal,Government Elementary Teacher Education",10-2202-02-105-1262-08001-506-21-1-2,1,26-Feb-18,1539,988,0,0,0,988
BLSEDN022,"Principal,Government Elementary Teacher Education",10-2202-02-105-1262-08001-506-21-1-2,2,26-Feb-18,1540,11000,0,0,0,11000
BLSEDN035,"Block Education Officer,Khaira",10-2202-01-102-0977-41048-921-11-1-0,1,26-Feb-18,1542,55000,0,0,0,55000
BLSEDN041,"Block Education Officer,Balasore Sadar",10-2202-01-104-0534-01003-136-11-1-0,1,26-Feb-18,5398,171950,0,0,0,171950
BLSEDU008,Principal Jadunath College Rasalpur Balasore,38-2202-03-104-0986-41547-921-21-1-1,1,26-Feb-18,5416,125855,0,0,0,125855
BLSEDU017,Principal Sidheswar College Amrda Road Basta,38-2202-03-104-0986-41547-921-21-1-1,1,26-Feb-18,672,129707,0,0,0,129707
BLSEDU018,Principal Simulia College Markona Soro,38-2202-03-104-0986-41547-921-21-1-1,1,26-Feb-18,1543,124500,0,0,0,124500
BLSEDU020,Principal Subarnarekha Mahavidyalaya Baliapal Balasore,38-2202-03-104-0986-41547-921-21-1-1,1,26-Feb-18,5417,52409,0,0,0,52409
BLSEDU021,Principal Upendra Nath College Soro,38-2202-03-104-0986-41547-921-21-1-1,1,26-Feb-18,1544,123505,0,0,0,123505
BLSEDU023,Principal Rural Institute of Higher Studies Bhogarai,38-2202-03-104-0986-41547-921-21-1-1,1,26-Feb-18,423,1377500,0,0,0,1377500
BLSEDU038,"Principal,Balasore Mahila College,Gopalgaon",38-2202-03-104-0986-41547-921-21-1-1,1,26-Feb-18,5418,4533016,0,0,0,4533016
BLSETE001,District Employment Officer Balasore,39-2230-02-101-0308-01003-855-11-1-0,1,26-Feb-18,5395,33406,0,0,0,33406
BLSGAD001,Superintendent of Police(Vigilance) Balasore Division,05-7610-00-201-0825-48016-000-11-1-0,1,26-Feb-18,5419,492000,0,0,0,492000
BLSHOM007,Superintendent of District Jail Balasore,01-2056-00-101-0304-09001-000-11-1-0,1,26-Feb-18,5409,30000,0,10000,0,20000
BLSHOM008,Superintendent of Police Balasore,01-2055-00-109-0321-09001-000-11-1-0,1,26-Feb-18,5396,204,204,0,0,0
BLSHOM008,Superintendent of Police Balasore,01-2055-00-109-0321-09001-000-11-1-0,1,26-Feb-18,5397,10,10,0,0,0
BLSHOM008,Superintendent of Police Balasore,01-2055-00-109-0321-09001-000-11-1-0,1,26-Feb-18,5408,9500,0,0,0,9500
BLSHOM008,Superintendent of Police Balasore,01-2055-00-109-0321-09001-000-11-1-0,1,26-Feb-18,5404,13000,0,0,0,13000
BLSHUD006,Asst Town Planner Town Planning Unit Balasore,13-2217-80-001-1471-01003-156-11-1-0,1,26-Feb-18,5415,4000,0,0,0,4000
BLSLAW001,Additional Judge(Junior Division) Nilgiri,01-2014-00-105-1270-01003-403-11-1-0,2,26-Feb-18,1116,71295,71295,0,0,0
